entity_head	relation	entity_tail
m.018v144	1	m.0ff6h5y
m.018v144	1	m.0flxrlm
m.018v144	1	m.0dnb9pp
m.019lwrl	1	m.0dmy36w
m.019lwrl	1	m.0fmv6wl
m.019lwrl	1	m.0f21gyj
m.019lwrl	1	m.0fyvw2s
m.019lwrl	1	m.0f6d5v0
m.019lwrl	1	m.03fgybd
m.019lwrl	1	m.03fgfx7
m.019lwrl	1	m.03j619s
m.019lwrl	1	m.0f2dfjs
m.019lwrl	0	m.0kpv11
m.019lwrl	1	m.030l_8c
m.019lwrl	2	m.06dk_
m.019lwrl	1	m.033hj2l
m.01bsdf1	2	m.05wyj7
m.01bsdf1	4	m.0nhyx1r
m.01bsdf1	4	m.0ftcb1z
m.01bsdf1	4	m.05wyj7
m.01bsdf1	4	m.0h22d6m
m.01bsdf1	0	m.0kpv11
m.01bsdf1	4	m.02y_84k
m.01bsdf1	1	m.0f8gprw
m.01bsdf1	1	m.03fkw2m
m.01bsdf1	1	m.037f2ff
m.01bsdf1	4	m.0g6m0pg
m.01ch1z7	1	m.0g3hydk
m.01ch1z7	2	m.01pnbvw
m.01ch1z7	1	m.0dnscdz
m.01ch1z7	1	m.0f7t349
m.01ch1z7	1	m.0dyg11v
m.01ch1z7	1	m.0fjdw6t
m.01ch1z7	1	m.0fhtnqm
m.01ch1z7	0	m.0kpv11
m.01ch1z7	1	m.0f5p4n8
m.01ch1z7	1	m.040dv9
m.01ch1z7	1	m.03bk0lh
m.01cpqnl	2	m.038wm2
m.01cpqnl	0	m.0kpv11
m.01cpqnl	1	m.0dr7jp5
m.01cpqnl	1	m.03886k9
m.0dpy4tc	0	m.0kpv11
m.0dpy4tc	1	m.0g3m2ls
m.0dpy4tc	2	m.016r0p
m.0dq3yf7	2	m.02zmm4
m.0dq3yf7	0	m.0kpv11
m.0dq3yf7	1	m.03fhzs3
m.0dqg4hw	2	m.0chdc7
m.0dqg4hw	1	m.0fbjjn7
m.0dqg4hw	0	m.0kpv11
m.0dqg4hw	1	m.0dqg4h2
m.0dqmrxt	0	m.0kpv11
m.0dqmrxt	1	m.03fh4hs
m.0dqmrxt	1	m.03fh4hg
m.0dqmrxt	1	m.0g0yq5j
m.0dqmrxt	2	m.01crj8
m.0dqmrxt	1	m.03fh4hm
m.0dqmrxt	1	m.0fsnq80
m.0dqmrxt	1	m.03j630z
m.0drdlfl	2	m.04cqxxg
m.0drdlfl	1	m.0g01_cf
m.0drdlfl	0	m.0kpv11
m.0drdlfl	1	m.049pbrj
m.0dt29bb	2	m.094756
m.0dt29bb	0	m.0kpv11
m.0dt29bb	1	m.0frllr1
m.0dt29bb	1	m.049mj5j
m.0dtf_v2	1	m.0fjrpc5
m.0dtf_v2	0	m.0kpv11
m.0dtf_v2	1	m.03fpbht
m.0dtf_v2	2	m.01rtl9c
m.0dtrznd	1	m.0fs98wt
m.0dtrznd	1	m.0dtrzlp
m.0dtrznd	0	m.0kpv11
m.0dtrznd	2	m.0gtx0m4
m.0dtrznd	2	m.02752c9
m.0f1pl3h	4	m.0gg5cvx
m.0f1pl3h	1	m.0f1pl2t
m.0f1pl3h	3	m.0q6qp60
m.0f1pl3h	1	m.0g6_1hy
m.0f1pl3h	2	m.07kht64
m.0f1pl3h	1	m.0g00g6h
m.0f1pl3h	1	m.0fb5myv
m.0f1pl3h	0	m.0kpv11
m.0f1pl3h	1	m.0fvh035
m.0f4x6br	1	m.031xftm
m.0f4x6br	1	m.0fdxvjn
m.0f4x6br	2	m.02tjm_
m.0f4x6br	0	m.0kpv11
m.0frrdq4	1	m.0g0ylxr
m.0frrdq4	1	m.0g3q_2_
m.0frrdq4	1	m.0g2b6zq
m.0frrdq4	4	m.03f5l0l
m.0frrdq4	3	m.03d_v6z
m.0frrdq4	1	m.0f_gcy2
m.0frrdq4	2	m.03f434t
m.0frrdq4	0	m.0kpv11
m.0fsmybn	1	m.0fsmy9h
m.0fsmybn	1	m.0g1bmjx
m.0fsmybn	0	m.0kpv11
m.0fsmybn	2	m.0gvqw50
m.0g1fqzl	1	m.0g2y9qr
m.0g1fqzl	2	m.0gb_p_
m.0g1fqzl	4	m.0nhvpcp
m.0g1fqzl	0	m.0kpv11
m.0g1fqzl	4	m.03j02pr
m.0g1fqzl	4	m.0nhrvrk
m.0g7llj2	2	m.0g6mwqw
m.0g7llj2	0	m.0kpv11
m.0g7llj2	1	m.0g7lr58
m.0j6q39p	2	m.01vsnff
m.0j6q39p	0	m.0kpv11
m.0j6q39p	1	m.0j6q2j1
m.0jg385y	2	m.0g1_q
m.0jg385y	0	m.09jd9nh
m.0jg385y	1	m.0jfcw6k
m.0lcn_7	1	m.0f94ntc
m.0lcn_7	1	m.0fnf42t
m.0lcn_7	4	m.01dpk0
m.0lcn_7	4	m.01wpj1g
m.0lcn_7	1	m.0g25ljl
m.0lcn_7	2	m.01dpk0
m.0lcn_7	0	m.0kpv11
m.0lcn_7	3	m.01wpj1g
m.0lcn_7	1	m.03fhgy6
m.0lcn_7	1	m.0fdx6gj
m.0lcn_7	1	m.03bhry6
m.0ldvyf	1	m.0dsyvg5
m.0ldvyf	1	m.0f03rp8
m.0ldvyf	1	m.030jrmf
m.0ldvyf	1	m.0fg5svg
m.0ldvyf	1	m.0fjfb7q
m.0ldvyf	2	m.011_vg
m.0ldvyf	0	m.0kpv11
m.0ldvyf	1	m.036fdq8
m.0lfkfc	1	m.038jcpv
m.0lfkfc	1	m.034bvtx
m.0lfkfc	1	m.031b7p0
m.0lfkfc	1	m.01kkkkl
m.0lfkfc	1	m.0fx70xq
m.0lfkfc	0	m.0kpv11
m.0lfkfc	1	m.031sk_g
m.0lfkfc	1	m.0f_b9b9
m.0lfkfc	2	m.0gr69
m.0lfkfc	1	m.03_xscf
m.0lfkfc	1	m.04cjlkm
m.0lfkfc	1	m.03_xsfz
m.0lhvvx	1	m.0dwdzsh
m.0lhvvx	1	m.03_wlqt
m.0lhvvx	1	m.0dqwxdj
m.0lhvvx	0	m.0kpv11
m.0lhvvx	1	m.0392ycz
m.0lhvvx	1	m.03903rn
m.0lhvvx	1	m.0d_rh4r
m.0lhvvx	1	m.03j6tvj
m.0lhvvx	1	m.0fl96dy
m.0lhvvx	1	m.0dq0gj2
m.0lhvvx	1	m.03_wlyv
m.0lhvvx	1	m.03740gk
m.0lhvvx	1	m.0gbd2s3
m.0lhvvx	1	m.0fmjl4s
m.0lhvvx	1	m.0g6gb9t
m.0lhvvx	1	m.0362s7_
m.0lhvvx	2	m.0frsw
m.0lt1cg	2	m.01k_r5b
m.0lt1cg	0	m.0kpv11
m.0lt1cg	1	m.039vxgp
m.0lt1cg	1	m.03fjm9b
m.0lt1cg	1	m.0f611t3
m.0ltnhr	1	m.0f3x22m
m.0ltnhr	1	m.030z26x
m.0ltnhr	1	m.0dp5l7m
m.0ltnhr	2	m.0jg77
m.0ltnhr	1	m.0fyv6mk
m.0ltnhr	1	m.0dnsl6n
m.0ltnhr	1	m.0f03gf3
m.0ltnhr	0	m.0kpv11
m.0m30vz	1	m.0f8gknn
m.0m30vz	1	m.0drn_9t
m.0m30vz	2	m.01crj8
m.0m30vz	1	m.0f9jdr_
m.0m30vz	4	m.0dvy78
m.0m30vz	1	m.0f5__df
m.0m30vz	1	m.039ymhs
m.0m30vz	1	m.01hnnn2
m.0m30vz	0	m.0kpv11
m.0m30vz	1	m.038w5p_
m.0m3bsc	2	m.01vs4hg
m.0m3bsc	4	m.01vs4hg
m.0m3bsc	1	m.0fb6twp
m.0m3bsc	0	m.0kpv11
m.0m3bsc	1	m.0d_r16j
m.0m3bsc	1	m.034hcfm
m.0m8cxg	1	m.03253sg
m.0m8cxg	1	m.01kdc86
m.0m8cxg	2	m.038rnn
m.0m8cxg	0	m.0kpv11
m.0m8cxg	1	m.038vdfx
m.0m_sc3	0	m.0kpv11
m.0m_sc3	1	m.0389ptm
m.0m_sc3	1	m.039jhjc
m.0m_sc3	2	m.01l_17n
m.0nmm08b	2	m.02qhph1
m.0nmm08b	0	m.0kpv11
m.0nmytw	1	m.03_tyg9
m.0nmytw	1	m.0dydtwr
m.0nmytw	1	m.0fwp32g
m.0nmytw	2	m.01wv9xn
m.0nmytw	1	m.0fc6kcy
m.0nmytw	1	m.0fgv6mh
m.0nmytw	1	m.0g0ts57
m.0nmytw	1	m.0frzbs3
m.0nmytw	1	m.0fl976y
m.0nmytw	1	m.0dnb66c
m.0nmytw	1	m.0fz844f
m.0nmytw	1	m.0343b6x
m.0nmytw	1	m.0ftw5wt
m.0nmytw	1	m.0fyk5z1
m.0nmytw	0	m.0kpv11
m.0nntyy9	0	m.0kpv11
m.0nntyy9	2	m.0kp50
m.0nnyszy	0	m.0kpv11
m.0nnyszy	2	m.06p7x5
m.0psh44	1	m.037d57n
m.0psh44	2	m.04xc0g
m.0psh44	1	m.01mt8v5
m.0psh44	1	m.01mt8w6
m.0psh44	0	m.0kpv11
m.0pxrqy	4	m.02pw61
m.0pxrqy	3	m.03f0hbm
m.0pxrqy	2	m.0bt8c
m.0pxrqy	0	m.0kpv11
m.0r43cc	1	m.0f6qlrp
m.0r43cc	1	m.01kzvhx
m.0r43cc	1	m.0dqgty3
m.0r43cc	1	m.0dp5n3w
m.0r43cc	1	m.0f5phjl
m.0r43cc	1	m.0fcl0m4
m.0r43cc	1	m.0dv3pl4
m.0r43cc	1	m.03zm2sw
m.0r43cc	1	m.0fs2vth
m.0r43cc	1	m.0f4yqpf
m.0r43cc	1	m.0g26dhh
m.0r43cc	0	m.0kpv11
m.0r43cc	1	m.031kn2z
m.0r43cc	2	m.0cfhb
m.0rfl3k_	2	m.0h5493f
m.0rfl3k_	0	m.0kpv11
m.0rhh5qq	2	m.02vqmgl
m.0rhh5qq	0	m.0kpv11
m.0rhlc8j	2	m.04l13q
m.0rhlc8j	4	m.04l13q
m.0rhlc8j	0	m.09jd9nh
m.0s947hr	4	m.01w58mw
m.0s947hr	0	m.09jd9nh
m.0s947hr	2	m.01w58mw
m.0skkxn6	0	m.0kpv11
m.0skkxn6	2	m.05zy175
m.0t52sm	0	m.0kpv11
m.0t52sm	1	m.033zbkj
m.0t52sm	2	m.0jn38
m.0t6mvl	1	m.03j7lfp
m.0t6mvl	4	m.01bpnd
m.0t6mvl	1	m.0f2sywl
m.0t6mvl	1	m.0g3m8xy
m.0t6mvl	0	m.0kpv11
m.0t6mvl	4	m.01vsmrs
m.0t6mvl	1	m.0389d4l
m.0t6mvl	1	m.0f7g840
m.0t6mvl	1	m.032fb0_
m.0t6mvl	1	m.01l1fs1
m.0t6mvl	1	m.0377rng
m.0t6mvl	1	m.0f192yw
m.0t6mvl	1	m.036pzpc
m.0t6mvl	1	m.039h3b6
m.0t6mvl	1	m.03499jy
m.0t6mvl	1	m.0fwxd3b
m.0t6mvl	1	m.039941g
m.0t6mvl	1	m.0fgvcwf
m.0t6mvl	2	m.01s560x
m.0t8cvb	1	m.0g2pjjj
m.0t8cvb	1	m.0320c4h
m.0t8cvb	1	m.03zvwjp
m.0t8cvb	1	m.0g6lw53
m.0t8cvb	1	m.0384lh9
m.0t8cvb	1	m.037n_9t
m.0t8cvb	1	m.0fytwyl
m.0t8cvb	1	m.01k7ljt
m.0t8cvb	1	m.03fgdxf
m.0t8cvb	1	m.0drntlf
m.0t8cvb	0	m.0kpv11
m.0t8cvb	1	m.0g1pybz
m.0t8cvb	1	m.032yqz_
m.0t8cvb	1	m.01k7lt_
m.0t8cvb	1	m.03zkgpj
m.0t8cvb	1	m.03bjsfk
m.0t8cvb	1	m.0362tjg
m.0t8cvb	1	m.02__6z8
m.0t8cvb	1	m.03_79lj
m.0t8cvb	1	m.0369syc
m.0t8cvb	1	m.04cjdqr
m.0t8cvb	1	m.01k7l86
m.0t8cvb	1	m.038c18b
m.0t8cvb	1	m.035thy4
m.0t8cvb	1	m.03yzn4t
m.0t8cvb	4	m.095x_
m.0t8cvb	1	m.0fyvfld
m.0t8cvb	1	m.0fwvwt0
m.0t8cvb	1	m.0365drp
m.0t8cvb	2	m.01vvybv
m.0t8cvb	1	m.035680v
m.0t8cvb	1	m.01k7l4b
m.0t8cvb	1	m.039thq2
m.0t8cvb	1	m.039t0r1
m.0t8cvb	1	m.034p3xy
m.0t8cvb	1	m.0qjz6h6
m.0t8cvb	1	m.0dqw1g8
m.0t8cvb	1	m.0fz3323
m.0t8cvb	1	m.0fj3_0p
m.0t8cvb	1	m.037yksv
m.0t8cvb	1	m.0g6qxgt
m.0t8cvb	1	m.0fll_lg
m.0t8cvb	1	m.03687y5
m.0t8cvb	1	m.0fng4rn
m.0t8cvb	1	m.03zjx8z
m.0t8cvb	1	m.03975zq
m.0t8cvb	1	m.0g2y2tw
m.0t8cvb	1	m.0fwm6ty
m.0t8cvb	1	m.0g0nvc4
m.0t8cvb	1	m.0f0wfjk
m.0t8cvb	1	m.037qf76
m.0t8cvb	1	m.0fhh031
m.0t8cvb	1	m.0f9j603
m.0t8cvb	1	m.03066vr
m.0t8cvb	1	m.0fyk5q_
m.0t8cvb	1	m.0306vzk
m.0t8cvb	1	m.03ff_vv
m.0t8cvb	1	m.01k7lm1
m.0t8cvb	1	m.049k82w
m.0t8cvb	1	m.03bn021
m.0t8cvb	1	m.04fdq6s
m.0t8cvb	1	m.03j68_d
m.0t8cvb	1	m.0fkprbp
m.0t8cvb	1	m.034kyr8
m.0t8cvb	1	m.03j6363
m.0t8cvb	1	m.038jrmj
m.0t8cvb	1	m.037jky_
m.0t8cvb	1	m.030l4dq
m.0tmnjnc	0	m.09jd9nh
m.0tmnjnc	3	m.0nhr4nv
m.0tmnjnc	3	m.09prnq
m.0tmnjnc	4	m.01vng3b
m.0tmnjnc	2	m.014_lq
m.0tmnjnc	4	m.014_lq
m.0vfqmn	1	m.030gcvh
m.0vfqmn	0	m.0kpv11
m.0vfqmn	1	m.03fmtr6
m.0vfqmn	2	m.01q6dgd
m.0wj06s	1	m.032h5s6
m.0wj06s	0	m.0kpv11
m.0wj06s	1	m.0f5p41c
m.0wj06s	1	m.0fm71bx
m.0wj06s	1	m.0dp6n89
m.0wj06s	1	m.0ffwlk3
m.0wj06s	1	m.0dz_n6g
m.0wj06s	1	m.0dmxh7l
m.0wj06s	1	m.0fbjlky
m.0wj06s	2	m.01vrncs
m.0wj06s	1	m.0fjr_kb
m.0wj06s	1	m.0dwgjj9
m.0wj06s	3	m.02_jkc
m.0wj06s	1	m.0dv4p73
m.0wj06s	1	m.0fk_946
m.0wthtvp	0	m.0kpv11
m.0wthtvp	2	m.0dvfflj
m.0x03ns	0	m.0kpv11
m.0x03ns	1	m.0fv61xl
m.0x03ns	1	m.03bf6dh
m.0x03ns	1	m.038ltdh
m.0x03ns	1	m.0fwzsq1
m.0x03ns	1	m.0fcwr0c
m.0x03ns	2	m.01hykzq
m.0x03ns	1	m.0fh4yqw
m.0x03ns	1	m.037fdsm
m.0y943k0	0	m.09jd9nh
m.0y943k0	2	m.0cm93z6
m.0yhksx	0	m.0kpv11
m.0yhksx	1	m.0ffkg6r
m.0yhksx	1	m.0fnfdt1
m.0yhksx	1	m.0f2shjl
m.0yhksx	1	m.01hhr3t
m.0yhksx	1	m.0303y7_
m.0yhksx	2	m.0f799
m.0zdwhs	1	m.038nz8_
m.0zdwhs	2	m.01vsl3_
m.0zdwhs	1	m.0382w5y
m.0zdwhs	0	m.0kpv11
m.0zdwj6	2	m.01vsl3_
m.0zdwj6	1	m.0382w5y
m.0zdwj6	0	m.0kpv11
m.0zqy6t	1	m.032g413
m.0zqy6t	1	m.0dmjc2j
m.0zqy6t	1	m.0fdwnpk
m.0zqy6t	1	m.0fg663c
m.0zqy6t	0	m.0kpv11
m.0zqy6t	1	m.03_czby
m.0zqy6t	1	m.034ypxw
m.0zqy6t	2	m.0d193h
m.01008hcr	2	m.050swh
m.01008hcr	0	m.0kpv11
m.010hx2pl	0	m.0kpv11
m.010hx2pl	2	m.03mglhd
m.011dfp6	1	m.0g3mtkf
m.011dfp6	4	m.01vs4hg
m.011dfp6	1	m.032gl2y
m.011dfp6	2	m.01vs4hg
m.011dfp6	0	m.09jd9nh
m.013b46x	1	m.0fdxvjn
m.013b46x	1	m.031xftm
m.013b46x	1	m.01l4gp1
m.013b46x	2	m.02tjm_
m.013b46x	0	m.0kpv11
m.0143wjj	0	m.0kpv11
m.0143wjj	2	m.03r9dg
m.0143wjj	1	m.0399z4x
m.015l6b7	1	m.03fh6p7
m.015l6b7	1	m.0ff78n3
m.015l6b7	1	m.0fb5m76
m.015l6b7	1	m.0dx7w92
m.015l6b7	0	m.0kpv11
m.015l6b7	2	m.0g1_q
m.015l6b7	1	m.03b5px3
m.016q0xr	1	m.036zhhy
m.016q0xr	0	m.0kpv11
m.016q0xr	1	m.030k3d1
m.016q0xr	2	m.01f09r
m.016q0xr	1	m.0dy1w3_
m.016q0xr	1	m.0fgvc8q
m.016q0xr	1	m.0fng371
m.019z0xv	0	m.0kpv11
m.019z0xv	2	m.03vhvp
m.019z0xv	1	m.035q747
m.01b5xgr	1	m.037sh42
m.01b5xgr	1	m.0fckzxm
m.01b5xgr	1	m.0dxnlq_
m.01b5xgr	1	m.0fh5hjj
m.01b5xgr	2	m.0bthz2
m.01b5xgr	0	m.0kpv11
m.01b5xgr	1	m.03j96vw
m.01b5xgr	1	m.0dwf3jh
m.01dqw_g	1	m.032lft0
m.01dqw_g	1	m.03651z6
m.01dqw_g	1	m.03zkjqz
m.01dqw_g	1	m.049k32r
m.01dqw_g	1	m.0fz2cqn
m.01dqw_g	1	m.03zvw3m
m.01dqw_g	1	m.0dsgnv0
m.01dqw_g	1	m.0fthws_
m.01dqw_g	1	m.035xv6j
m.01dqw_g	1	m.03715kh
m.01dqw_g	1	m.032p1n9
m.01dqw_g	1	m.03xqv3k
m.01dqw_g	1	m.035yc19
m.01dqw_g	1	m.01kn7rc
m.01dqw_g	1	m.03bfwsv
m.01dqw_g	4	m.0c43kl
m.01dqw_g	1	m.03fgdw5
m.01dqw_g	1	m.0d_rh_y
m.01dqw_g	2	m.019kcq
m.01dqw_g	1	m.03262ml
m.01dqw_g	1	m.0f0wt_z
m.01dqw_g	1	m.0fl9m2l
m.01dqw_g	1	m.035334n
m.01dqw_g	1	m.0dv4rtq
m.01dqw_g	0	m.0kpv11
m.01dqw_g	1	m.032c8vl
m.01dqw_g	1	m.03zmm42
m.01dqw_g	1	m.032btxn
m.01dqw_g	1	m.0fll_lg
m.01dqw_g	1	m.031zrv9
m.01dqw_g	1	m.01kn7nv
m.0dm701z	1	m.0fm7d7b
m.0dm701z	1	m.0fckw8s
m.0dm701z	1	m.0fxt__j
m.0dm701z	2	m.0lbyt
m.0dm701z	1	m.0g2l3vg
m.0dm701z	1	m.0fvsphb
m.0dm701z	1	m.03fhfz0
m.0dm701z	1	m.03j6_0p
m.0dm701z	1	m.0g3m8n5
m.0dm701z	1	m.0fw2w2q
m.0dm701z	0	m.0kpv11
m.0dm701z	1	m.0f7g43q
m.0dpmdfh	1	m.03j6_0p
m.0dpmdfh	2	m.0lbyt
m.0dpmdfh	1	m.0ffjyg6
m.0dpmdfh	0	m.0kpv11
m.0dpmdfh	1	m.0fm7d7b
m.0dpmdfh	1	m.03fhfz0
m.0dpmdfh	1	m.0g3m8n5
m.0dpzw8_	2	m.03cpbv_
m.0dpzw8_	1	m.03jc7f9
m.0dpzw8_	0	m.0kpv11
m.0dqvmlm	1	m.0f8hy5g
m.0dqvmlm	2	m.03y82t6
m.0dqvmlm	1	m.0f9w7rj
m.0dqvmlm	1	m.0f0wc09
m.0dqvmlm	1	m.049mry8
m.0dqvmlm	1	m.0f7spwp
m.0dqvmlm	1	m.0dqvmjc
m.0dqvmlm	1	m.0dx7qqw
m.0dqvmlm	1	m.0fzcb0x
m.0dqvmlm	1	m.0f207n4
m.0dqvmlm	0	m.0kpv11
m.0dqvmlm	1	m.0fzxnwp
m.0drv_zq	0	m.0kpv11
m.0drv_zq	1	m.0fr3ghs
m.0drv_zq	2	m.05d3p_
m.0drv_zq	1	m.03yzyq4
m.0drv_zq	1	m.049lgwv
m.0dw_dkh	4	m.0dmpd8v
m.0dw_dkh	2	m.04s9xm
m.0dw_dkh	1	m.03xrths
m.0dw_dkh	4	m.0f5tmqy
m.0dw_dkh	4	m.01wrfpp
m.0dw_dkh	4	m.0nhw1b8
m.0dw_dkh	1	m.0fjd_46
m.0dw_dkh	0	m.0kpv11
m.0f16dhg	0	m.0kpv11
m.0f16dhg	1	m.0fcwzqr
m.0f16dhg	2	m.01ptpgn
m.0f2wkvw	2	m.01lnxsj
m.0f2wkvw	1	m.03fk37l
m.0f2wkvw	0	m.0kpv11
m.0fqyn7y	2	m.02_fj
m.0fqyn7y	0	m.0kpv11
m.0fqyn7y	1	m.0fqymtj
m.0fs4xwl	2	m.0f13ny1
m.0fs4xwl	1	m.0ftw9pm
m.0fs4xwl	0	m.0kpv11
m.0fvc30_	1	m.0g34_rh
m.0fvc30_	2	m.0dvqq
m.0fvc30_	0	m.0kpv11
m.0fvw2y1	2	m.08knhg
m.0fvw2y1	1	m.0f_fyj5
m.0fvw2y1	0	m.0kpv11
m.0g68t76	1	m.0g7ngr6
m.0g68t76	2	m.04cqxxg
m.0g68t76	0	m.0kpv11
m.0g6hy93	1	m.0g733ds
m.0g6hy93	1	m.0g7gxnr
m.0g6hy93	1	m.0g6hy75
m.0g6hy93	1	m.0g8ycw0
m.0g6hy93	2	m.0409cdm
m.0g6hy93	0	m.0kpv11
m.0k1pz_s	2	m.02vwckw
m.0k1pz_s	1	m.0k1pwg4
m.0k1pz_s	0	m.0kpv11
m.0lfh49	1	m.0f84bpk
m.0lfh49	1	m.0341fj4
m.0lfh49	2	m.053yx
m.0lfh49	0	m.0kpv11
m.0lfh49	1	m.033lm2d
m.0lfh49	1	m.037lsn_
m.0lh2g8	1	m.0gf6vsz
m.0lh2g8	2	m.01cng
m.0lh2g8	1	m.031q5_y
m.0lh2g8	1	m.0f46r7w
m.0lh2g8	0	m.0kpv11
m.0lh2g8	1	m.0f7fzx4
m.0lh2g8	1	m.0fhgt1j
m.0lh2g8	1	m.0dvzcqn
m.0lqc2z	1	m.0314m63
m.0lqc2z	1	m.0dzlmcn
m.0lqc2z	0	m.0kpv11
m.0lqc2z	1	m.0ftgr4r
m.0lqc2z	2	m.0dtd6
m.0lqc2z	1	m.0f5nwdg
m.0lqc2z	1	m.0fy9nzd
m.0lqc2z	1	m.0dwx49b
m.0lr5nl	0	m.0kpv11
m.0lr5nl	1	m.01khnmy
m.0lr5nl	1	m.049kzbf
m.0lr5nl	1	m.01khnnv
m.0lr5nl	2	m.0lb_3
m.0lr5nl	1	m.03j7chm
m.0lr5nl	1	m.049kzb7
m.0lr5nl	1	m.0d_b_dt
m.0lr5nl	1	m.0391h4w
m.0lrh4s	1	m.03687sd
m.0lrh4s	0	m.0kpv11
m.0lrh4s	1	m.0fgv4s6
m.0lrh4s	2	m.015189
m.0m3_hm	1	m.0dvj7tx
m.0m3_hm	4	m.015df6
m.0m3_hm	4	m.067pmn
m.0m3_hm	1	m.0dtbd6b
m.0m3_hm	0	m.0kpv11
m.0m3_hm	1	m.032n5m4
m.0m3_hm	1	m.0dv3_ly
m.0m3_hm	2	m.015df6
m.0m3_hm	1	m.0f59w05
m.0nlp6x4	0	m.0kpv11
m.0nlp6x4	2	m.02vqmgl
m.0nmkgxw	2	m.01nbzdl
m.0nmkgxw	0	m.09jd9nh
m.0nn1s1w	2	m.0khth
m.0nn1s1w	0	m.0kpv11
m.0nnnmd	0	m.0kpv11
m.0nnnmd	1	m.0dp6mjc
m.0nnnmd	1	m.0dr8ww6
m.0nnnmd	2	m.06mj4
m.0nnnmd	3	m.01wj70w
m.0nnnmd	1	m.0f9jymg
m.0nnnmd	1	m.01krqfl
m.0nnnmd	4	m.023p29
m.0np0kgb	0	m.09jd9nh
m.0np0kgb	2	m.065zzmh
m.0pw878	1	m.0dsy6jn
m.0pw878	2	m.0m2l9
m.0pw878	1	m.0345q_l
m.0pw878	0	m.0kpv11
m.0q1bzt	1	m.0f34s9g
m.0q1bzt	1	m.034j_fc
m.0q1bzt	1	m.0g1b208
m.0q1bzt	0	m.0kpv11
m.0q1bzt	1	m.01hg8hh
m.0q1bzt	1	m.0fnfk41
m.0q1bzt	1	m.0fttrdd
m.0q1bzt	2	m.01drc4
m.0q1bzt	1	m.037890g
m.0q1bzt	1	m.0331pht
m.0qzpg7	0	m.0kpv11
m.0qzpg7	1	m.033m3sr
m.0qzpg7	1	m.0337wnv
m.0qzpg7	4	m.03f5vc1
m.0qzpg7	2	m.02tjm_
m.0qzpg7	1	m.0360594
m.0qzpg7	1	m.0f9jmcb
m.0rn_kmx	0	m.0kpv11
m.0rn_kmx	2	m.03r9dg
m.0ry0bq	2	m.0sl0dbb
m.0ry0bq	1	m.033vcqk
m.0ry0bq	1	m.0f9w6yz
m.0ry0bq	2	m.016j7m
m.0ry0bq	1	m.0fb5z8z
m.0ry0bq	1	m.0371vnt
m.0ry0bq	4	m.016j7m
m.0s5g81	1	m.0fd6mmm
m.0s5g81	1	m.0dnc302
m.0s5g81	1	m.0f731b8
m.0s5g81	1	m.0d_cqqw
m.0s5g81	1	m.0fcl575
m.0s5g81	1	m.033llnq
m.0s5g81	1	m.03544xt
m.0s5g81	2	m.0kx3c
m.0s5g81	0	m.0kpv11
m.0s5g81	1	m.01hl8np
m.0s5g81	1	m.0dqg3g2
m.0s5g81	4	m.0235dc
m.0x0rfm	1	m.0fjrsjm
m.0x0rfm	1	m.0fy_8l0
m.0x0rfm	1	m.0fcxny4
m.0x0rfm	2	m.0286p5
m.0x0rfm	1	m.0f7fzvn
m.0x0rfm	1	m.01pk93p
m.0x0rfm	1	m.037fw5_
m.0x0rfm	0	m.0kpv11
m.0x4m8c3	2	m.0gb_p_
m.0x4m8c3	0	m.0kpv11
m.0xb1cn9	0	m.09jd9nh
m.0xb1cn9	2	m.0276kql
m.0165b0g	2	m.01797x
m.0165b0g	1	m.036v3bj
m.0165b0g	0	m.0kpv11
m.0165b0g	1	m.0326x3v
m.016wsn9	0	m.0kpv11
m.016wsn9	1	m.02__yw_
m.016wsn9	3	m.0dpp7w8
m.016wsn9	4	m.0g2f_0
m.016wsn9	3	m.0g2f_0
m.016wsn9	2	m.01vvpjj
m.019r_gn	0	m.0kpv11
m.019r_gn	1	m.0fkc9bd
m.019r_gn	1	m.0dqf9tb
m.019r_gn	1	m.0fkp3ck
m.019r_gn	1	m.038s5hh
m.019r_gn	2	m.07m7k
m.019r_gn	1	m.0f2s_m_
m.019r_gn	1	m.0fckz8d
m.0_zgyt_	4	m.02sh03
m.0_zgyt_	0	m.0kpv11
m.0_zgyt_	4	m.01vsyg9
m.0_zgyt_	3	m.01w01xv
m.0_zgyt_	2	m.04k05
m.0dmynrc	1	m.049mz_l
m.0dmynrc	3	m.01x1z0l
m.0dmynrc	1	m.03xt5gq
m.0dmynrc	1	m.0dmynr2
m.0dmynrc	1	m.03ffyx6
m.0dmynrc	0	m.0kpv11
m.0dmynrc	2	m.0dl567
m.0dmynrc	1	m.03fqskt
m.0dr7kzg	1	m.0f9jvxj
m.0dr7kzg	2	m.05f9qdc
m.0dr7kzg	1	m.0fr96fv
m.0dr7kzg	1	m.0dr7kyv
m.0dr7kzg	0	m.0kpv11
m.0dr7kzg	1	m.0flyb7h
m.0drdm02	3	m.01wvz94
m.0drdm02	1	m.04cjhv4
m.0drdm02	0	m.0kpv11
m.0drdm02	4	m.09183j
m.0drdm02	2	m.0c9l1
m.0drjyks	4	m.02pw61
m.0drjyks	1	m.0g7fc02
m.0drjyks	1	m.0f8glk7
m.0drjyks	1	m.03fnf_d
m.0drjyks	1	m.0dzm0zm
m.0drjyks	1	m.0fgv9jl
